Day,Objective,Platform,Amount spent (IDR),Impressions,Reach,Link clicks
13/08/2023,OUTCOME_AWARENESS,facebook,144136,69515,58240,48
13/08/2023,OUTCOME_AWARENESS,instagram,145829,70350,67680,14
14/08/2023,OUTCOME_AWARENESS,facebook,165409,79866,65216,75
14/08/2023,OUTCOME_AWARENESS,instagram,153388,73950,69568,19
15/08/2023,OUTCOME_AWARENESS,facebook,122794,59179,50624,42
15/08/2023,OUTCOME_AWARENESS,instagram,285411,137139,127999,33
16/08/2023,OUTCOME_AWARENESS,facebook,87700,42295,35264,37
16/08/2023,OUTCOME_AWARENESS,instagram,387209,185728,164031,52
17/08/2023,OUTCOME_AWARENESS,facebook,104790,50543,41632,51
17/08/2023,OUTCOME_AWARENESS,instagram,380551,182468,158049,41
18/08/2023,OUTCOME_AWARENESS,facebook,122816,59038,53919,58
18/08/2023,OUTCOME_AWARENESS,instagram,348996,167137,146045,50
19/08/2023,OUTCOME_AWARENESS,facebook,114679,55053,44544,43
19/08/2023,OUTCOME_AWARENESS,instagram,293700,140606,126432,37
20/08/2023,OUTCOME_AWARENESS,facebook,119310,57313,48416,53
20/08/2023,OUTCOME_AWARENESS,instagram,297971,142628,125056,36
21/08/2023,OUTCOME_AWARENESS,facebook,114007,54752,43904,50
21/08/2023,OUTCOME_AWARENESS,instagram,270654,129501,114976,34
22/08/2023,OUTCOME_AWARENESS,facebook,100457,48252,39552,47
22/08/2023,OUTCOME_AWARENESS,instagram,249625,119399,105663,36
23/08/2023,OUTCOME_AWARENESS,facebook,84828,40713,30288,43
23/08/2023,OUTCOME_AWARENESS,instagram,100221,47978,44464,14
24/08/2023,OUTCOME_AWARENESS,facebook,93681,44954,34865,36
24/08/2023,OUTCOME_AWARENESS,instagram,69889,33481,31137,11
25/08/2023,OUTCOME_AWARENESS,facebook,119344,57292,44609,46
25/08/2023,OUTCOME_AWARENESS,instagram,145998,69942,64432,15
26/08/2023,OUTCOME_AWARENESS,facebook,294872,141818,105279,119
26/08/2023,OUTCOME_AWARENESS,instagram,270950,129922,111231,32
27/08/2023,OUTCOME_AWARENESS,facebook,295431,142171,109888,110
27/08/2023,OUTCOME_AWARENESS,instagram,299120,143340,125312,26
28/08/2023,OUTCOME_AWARENESS,facebook,298797,143762,112000,106
28/08/2023,OUTCOME_AWARENESS,instagram,322271,154376,134080,53
29/08/2023,OUTCOME_AWARENESS,facebook,296422,142599,113504,116
29/08/2023,OUTCOME_AWARENESS,instagram,155283,74472,67072,17
30/08/2023,OUTCOME_AWARENESS,facebook,141058,67850,59520,55
30/08/2023,OUTCOME_AWARENESS,instagram,132164,63300,59616,17
06/09/2023,OUTCOME_AWARENESS,facebook,146887,70998,70144,47
06/09/2023,OUTCOME_AWARENESS,instagram,113978,54871,51584,16
07/09/2023,OUTCOME_AWARENESS,facebook,215053,103934,87806,103
07/09/2023,OUTCOME_AWARENESS,instagram,148655,71556,64671,16
08/09/2023,OUTCOME_AWARENESS,facebook,230876,111601,97120,119
08/09/2023,OUTCOME_AWARENESS,instagram,159021,76508,70720,14
09/09/2023,OUTCOME_AWARENESS,facebook,221672,107174,88608,111
09/09/2023,OUTCOME_AWARENESS,instagram,157796,75901,69728,17
10/09/2023,OUTCOME_AWARENESS,facebook,219623,106123,89504,113
10/09/2023,OUTCOME_AWARENESS,instagram,173939,83648,78752,26
11/09/2023,OUTCOME_AWARENESS,facebook,188100,90898,81024,71
11/09/2023,OUTCOME_AWARENESS,instagram,148859,71717,66688,15
12/09/2023,OUTCOME_AWARENESS,facebook,164755,79722,69728,64
12/09/2023,OUTCOME_AWARENESS,instagram,113449,54603,51904,11
13/09/2023,OUTCOME_AWARENESS,facebook,156700,75781,65665,63
13/09/2023,OUTCOME_AWARENESS,instagram,112496,54130,51584,14
14/09/2023,OUTCOME_AWARENESS,facebook,193587,93579,83195,76
14/09/2023,OUTCOME_AWARENESS,instagram,140500,67650,62620,15
15/09/2023,OUTCOME_AWARENESS,facebook,218842,105683,90455,99
15/09/2023,OUTCOME_AWARENESS,instagram,160397,77162,71833,16
16/09/2023,OUTCOME_AWARENESS,facebook,200088,96678,80624,91
16/09/2023,OUTCOME_AWARENESS,instagram,161596,77741,72913,16
17/09/2023,OUTCOME_AWARENESS,facebook,203840,98446,83284,101
17/09/2023,OUTCOME_AWARENESS,instagram,176771,85109,77109,40
18/09/2023,OUTCOME_AWARENESS,facebook,182032,87864,75154,80
18/09/2023,OUTCOME_AWARENESS,instagram,163607,78735,73459,20
19/09/2023,OUTCOME_AWARENESS,facebook,172452,83330,69714,72
19/09/2023,OUTCOME_AWARENESS,instagram,141696,68227,64243,13
20/09/2023,OUTCOME_AWARENESS,facebook,137102,66246,57108,56
20/09/2023,OUTCOME_AWARENESS,instagram,99248,47801,45718,15
21/09/2023,OUTCOME_AWARENESS,facebook,167486,80913,69331,79
21/09/2023,OUTCOME_AWARENESS,instagram,119608,57500,53622,11
22/09/2023,OUTCOME_AWARENESS,facebook,194074,93805,77940,83
22/09/2023,OUTCOME_AWARENESS,instagram,137418,66142,60407,14
23/09/2023,OUTCOME_AWARENESS,facebook,202508,97926,80246,87
23/09/2023,OUTCOME_AWARENESS,instagram,146461,70523,65720,16
24/09/2023,OUTCOME_AWARENESS,facebook,220242,106424,86958,94
24/09/2023,OUTCOME_AWARENESS,instagram,163413,78687,72113,21
25/09/2023,OUTCOME_AWARENESS,facebook,223541,108051,91191,116
25/09/2023,OUTCOME_AWARENESS,instagram,159303,76653,70905,20
26/09/2023,OUTCOME_AWARENESS,facebook,224213,108329,92786,91
26/09/2023,OUTCOME_AWARENESS,instagram,163786,78709,70869,18
27/09/2023,OUTCOME_AWARENESS,facebook,161135,77938,69141,57
27/09/2023,OUTCOME_AWARENESS,instagram,123030,59201,53623,9
28/09/2023,OUTCOME_AWARENESS,facebook,40191,19436,18550,22
28/09/2023,OUTCOME_AWARENESS,instagram,40398,19423,18622,3
04/10/2023,OUTCOME_AWARENESS,facebook,37989,18036,17659,23
04/10/2023,OUTCOME_AWARENESS,instagram,57663,27311,26272,7
05/10/2023,OUTCOME_AWARENESS,facebook,188530,89581,80051,69
05/10/2023,OUTCOME_AWARENESS,instagram,177465,83957,77139,18
06/10/2023,OUTCOME_AWARENESS,facebook,197304,93779,78519,87
06/10/2023,OUTCOME_AWARENESS,instagram,161761,76526,70424,17
07/10/2023,OUTCOME_AWARENESS,facebook,182254,86561,71895,90
07/10/2023,OUTCOME_AWARENESS,instagram,153346,72567,64536,14
08/10/2023,OUTCOME_AWARENESS,facebook,192560,91498,72985,84
08/10/2023,OUTCOME_AWARENESS,instagram,163039,77101,68121,21
09/10/2023,OUTCOME_AWARENESS,facebook,181606,86282,70521,83
09/10/2023,OUTCOME_AWARENESS,instagram,149353,70627,58170,14
10/10/2023,OUTCOME_AWARENESS,facebook,165546,78643,64606,61
10/10/2023,OUTCOME_AWARENESS,instagram,135029,63889,53438,12
11/10/2023,OUTCOME_AWARENESS,facebook,213241,101301,80439,101
11/10/2023,OUTCOME_AWARENESS,instagram,178932,84662,71672,26
12/10/2023,OUTCOME_AWARENESS,facebook,179986,85523,66260,68
12/10/2023,OUTCOME_AWARENESS,instagram,155790,73727,62036,13
13/10/2023,OUTCOME_AWARENESS,facebook,140386,66683,53883,59
13/10/2023,OUTCOME_AWARENESS,instagram,142075,67243,57499,13
14/10/2023,OUTCOME_AWARENESS,facebook,124329,59049,49402,46
14/10/2023,OUTCOME_AWARENESS,instagram,116130,54975,49178,5
15/10/2023,OUTCOME_AWARENESS,facebook,128896,61230,50381,65
15/10/2023,OUTCOME_AWARENESS,instagram,110058,52068,45645,9
16/10/2023,OUTCOME_AWARENESS,facebook,129750,61641,49499,61
16/10/2023,OUTCOME_AWARENESS,instagram,116323,55023,48971,14
17/10/2023,OUTCOME_AWARENESS,facebook,105121,49903,40654,52
17/10/2023,OUTCOME_AWARENESS,instagram,95443,45150,40334,14
18/10/2023,OUTCOME_AWARENESS,facebook,108345,51461,42861,34
18/10/2023,OUTCOME_AWARENESS,instagram,101429,48011,42797,10
19/10/2023,OUTCOME_AWARENESS,facebook,125458,59562,49387,53
19/10/2023,OUTCOME_AWARENESS,instagram,113613,53801,46012,11
20/10/2023,OUTCOME_AWARENESS,facebook,163461,77668,65337,74
20/10/2023,OUTCOME_AWARENESS,instagram,141341,66861,55738,17
21/10/2023,OUTCOME_AWARENESS,facebook,183211,87029,70235,82
21/10/2023,OUTCOME_AWARENESS,instagram,164395,77788,67803,17
22/10/2023,OUTCOME_AWARENESS,facebook,185814,88265,72061,75
22/10/2023,OUTCOME_AWARENESS,instagram,180548,85433,75261,18
23/10/2023,OUTCOME_AWARENESS,facebook,179327,85162,69016,56
23/10/2023,OUTCOME_AWARENESS,instagram,163770,77482,67832,12
24/10/2023,OUTCOME_AWARENESS,facebook,191041,90768,73848,86
24/10/2023,OUTCOME_AWARENESS,instagram,161899,76609,67833,10
25/10/2023,OUTCOME_AWARENESS,facebook,182533,86733,69306,65
25/10/2023,OUTCOME_AWARENESS,instagram,157137,74355,64762,16
26/10/2023,OUTCOME_AWARENESS,facebook,170033,80775,63963,76
26/10/2023,OUTCOME_AWARENESS,instagram,156830,74192,67643,23
27/10/2023,OUTCOME_AWARENESS,facebook,167013,79346,66170,72
27/10/2023,OUTCOME_AWARENESS,instagram,180663,85509,73882,16
28/10/2023,OUTCOME_AWARENESS,facebook,116624,55381,46746,49
28/10/2023,OUTCOME_AWARENESS,instagram,132106,62529,57592,13
03/11/2023,OUTCOME_AWARENESS,facebook,24,12,3,
03/11/2023,OUTCOME_AWARENESS,instagram,10,5,1,
04/11/2023,OUTCOME_AWARENESS,facebook,7,3,1,
04/11/2023,OUTCOME_AWARENESS,instagram,2,1,1,
06/11/2023,OUTCOME_AWARENESS,facebook,19,9,2,
07/11/2023,OUTCOME_AWARENESS,facebook,93210,41266,39037,12
07/11/2023,OUTCOME_AWARENESS,instagram,128204,56667,54988,13
08/11/2023,OUTCOME_AWARENESS,facebook,103804,45912,40636,13
08/11/2023,OUTCOME_AWARENESS,instagram,158583,70065,65210,11
09/11/2023,OUTCOME_AWARENESS,facebook,121355,53705,44924,22
09/11/2023,OUTCOME_AWARENESS,instagram,150302,66361,63354,14
10/11/2023,OUTCOME_AWARENESS,facebook,133763,59226,48315,29
10/11/2023,OUTCOME_AWARENESS,instagram,166865,73641,69912,14
11/11/2023,OUTCOME_AWARENESS,facebook,136096,60241,50606,20
11/11/2023,OUTCOME_AWARENESS,instagram,180899,79874,71303,24
12/11/2023,OUTCOME_AWARENESS,facebook,157681,69797,58075,16
12/11/2023,OUTCOME_AWARENESS,instagram,208966,92260,82073,14
13/11/2023,OUTCOME_AWARENESS,facebook,159439,70608,62749,19
13/11/2023,OUTCOME_AWARENESS,instagram,222596,98240,88380,11
14/11/2023,OUTCOME_AWARENESS,facebook,153326,67882,53406,40
14/11/2023,OUTCOME_AWARENESS,instagram,213302,94273,83965,16
15/11/2023,OUTCOME_AWARENESS,facebook,148096,65653,54747,28
15/11/2023,OUTCOME_AWARENESS,instagram,200864,88630,80152,21
16/11/2023,OUTCOME_AWARENESS,facebook,179652,79654,61019,51
16/11/2023,OUTCOME_AWARENESS,instagram,169261,74640,65147,10
17/11/2023,OUTCOME_AWARENESS,facebook,188121,83349,67131,46
17/11/2023,OUTCOME_AWARENESS,instagram,184589,81431,68859,15
18/11/2023,OUTCOME_AWARENESS,facebook,175391,77752,68764,54
18/11/2023,OUTCOME_AWARENESS,instagram,199285,87928,76571,20
19/11/2023,OUTCOME_AWARENESS,facebook,176201,78120,65500,44
19/11/2023,OUTCOME_AWARENESS,instagram,209092,92224,79451,28
20/11/2023,OUTCOME_AWARENESS,facebook,185546,82253,67483,66
20/11/2023,OUTCOME_AWARENESS,instagram,187536,82743,69882,17
21/11/2023,OUTCOME_AWARENESS,facebook,149267,66194,53085,53
21/11/2023,OUTCOME_AWARENESS,instagram,169920,74990,63964,18
22/11/2023,OUTCOME_AWARENESS,facebook,127743,56617,48186,25
22/11/2023,OUTCOME_AWARENESS,instagram,165920,73216,63832,14
23/11/2023,OUTCOME_AWARENESS,facebook,131139,58157,46398,44
23/11/2023,OUTCOME_AWARENESS,instagram,162000,71426,62237,22
24/11/2023,OUTCOME_AWARENESS,facebook,130157,57697,50396,28
24/11/2023,OUTCOME_AWARENESS,instagram,171975,75860,59964,23
25/11/2023,OUTCOME_AWARENESS,facebook,128245,56811,45788,44
25/11/2023,OUTCOME_AWARENESS,instagram,161310,71138,60122,15
26/11/2023,OUTCOME_AWARENESS,facebook,130963,57991,48634,46
26/11/2023,OUTCOME_AWARENESS,instagram,134738,59397,52506,11
27/11/2023,OUTCOME_AWARENESS,facebook,139955,61930,53723,26
27/11/2023,OUTCOME_AWARENESS,instagram,148949,65621,56474,15
28/11/2023,OUTCOME_AWARENESS,facebook,109811,48530,42540,22
28/11/2023,OUTCOME_AWARENESS,instagram,129998,57375,49419,17
29/11/2023,OUTCOME_AWARENESS,facebook,111429,49334,42395,20
29/11/2023,OUTCOME_AWARENESS,instagram,110919,48936,43067,7
30/11/2023,OUTCOME_AWARENESS,facebook,121067,53603,46998,22
30/11/2023,OUTCOME_AWARENESS,instagram,120390,53179,45478,14
09/12/2023,OUTCOME_AWARENESS,instagram,190559,84430,84430,22
10/12/2023,OUTCOME_AWARENESS,instagram,46728,20664,19781,10
11/12/2023,OUTCOME_AWARENESS,instagram,43456,19200,18031,5
12/12/2023,OUTCOME_AWARENESS,instagram,40914,18097,17146,4
13/12/2023,OUTCOME_AWARENESS,instagram,43963,19444,18236,6
14/12/2023,OUTCOME_AWARENESS,instagram,369287,163289,149521,43
15/12/2023,OUTCOME_AWARENESS,instagram,415467,183683,159599,49
16/12/2023,OUTCOME_AWARENESS,instagram,185794,82151,74331,25
17/12/2023,OUTCOME_AWARENESS,instagram,193963,85750,76021,26
18/12/2023,OUTCOME_AWARENESS,instagram,360209,159289,143154,34
19/12/2023,OUTCOME_AWARENESS,instagram,429152,189733,163406,51
20/12/2023,OUTCOME_AWARENESS,instagram,436377,192893,158933,64
21/12/2023,OUTCOME_AWARENESS,instagram,443773,196207,164978,42
22/12/2023,OUTCOME_AWARENESS,instagram,478515,211541,179025,57
23/12/2023,OUTCOME_AWARENESS,instagram,175320,77525,68698,19
24/12/2023,OUTCOME_AWARENESS,instagram,176525,78040,68633,16
25/12/2023,OUTCOME_AWARENESS,instagram,201926,89271,77944,21
26/12/2023,OUTCOME_AWARENESS,instagram,211836,93648,82186,29
27/12/2023,OUTCOME_AWARENESS,instagram,215520,95277,82715,18
28/12/2023,OUTCOME_AWARENESS,instagram,219466,97016,84822,29
29/12/2023,OUTCOME_AWARENESS,instagram,244737,108193,93051,24
30/12/2023,OUTCOME_AWARENESS,instagram,407199,180011,151539,43
31/12/2023,OUTCOME_AWARENESS,instagram,436796,193122,159851,43
01/01/2024,OUTCOME_AWARENESS,instagram,507932,224230,179435,78
02/01/2024,OUTCOME_AWARENESS,instagram,514954,227320,188716,58
03/01/2024,OUTCOME_AWARENESS,instagram,507300,223955,179176,45
15/01/2024,OUTCOME_AWARENESS,instagram,8662,3851,3421,2
15/01/2024,LINK_CLICKS,instagram,23601,2500,1799,18
16/01/2024,OUTCOME_AWARENESS,instagram,62238,27661,26323,12
16/01/2024,LINK_CLICKS,instagram,349332,32799,8018,192
17/01/2024,OUTCOME_AWARENESS,instagram,76924,34191,32690,23
17/01/2024,LINK_CLICKS,instagram,325010,28672,7817,150
18/01/2024,LINK_CLICKS,instagram,324391,28009,7776,139
18/01/2024,OUTCOME_AWARENESS,instagram,79263,35236,31450,25
19/01/2024,OUTCOME_AWARENESS,instagram,69014,30669,27033,21
19/01/2024,LINK_CLICKS,instagram,329247,27839,7810,143
20/01/2024,OUTCOME_AWARENESS,instagram,69195,30752,25507,12
20/01/2024,LINK_CLICKS,instagram,335006,28543,7792,130
21/01/2024,OUTCOME_AWARENESS,instagram,67876,30166,24734,20
21/01/2024,LINK_CLICKS,instagram,328955,28956,7581,124
22/01/2024,OUTCOME_AWARENESS,instagram,85989,38212,31118,31
22/01/2024,LINK_CLICKS,instagram,334722,28949,7639,135
23/01/2024,LINK_CLICKS,instagram,328091,28787,7587,132
23/01/2024,OUTCOME_AWARENESS,instagram,96790,43020,35033,24
24/01/2024,OUTCOME_AWARENESS,instagram,88664,39406,30506,25
24/01/2024,LINK_CLICKS,instagram,331155,28733,7502,162
25/01/2024,OUTCOME_AWARENESS,instagram,66521,29569,23659,15
25/01/2024,LINK_CLICKS,instagram,327480,26911,7322,127
26/01/2024,OUTCOME_AWARENESS,instagram,63487,28215,22393,14
26/01/2024,LINK_CLICKS,instagram,330880,26895,7283,141
27/01/2024,OUTCOME_AWARENESS,instagram,61164,27183,21413,19
27/01/2024,LINK_CLICKS,instagram,344355,28755,7475,156
28/01/2024,OUTCOME_AWARENESS,instagram,50082,22259,17780,6
28/01/2024,LINK_CLICKS,instagram,335193,29639,7451,153
29/01/2024,LINK_CLICKS,instagram,315543,27056,7158,153
29/01/2024,OUTCOME_AWARENESS,instagram,56047,24910,19683,14
30/01/2024,OUTCOME_AWARENESS,instagram,54721,24319,17513,7
30/01/2024,LINK_CLICKS,instagram,255930,21429,6582,113
02/02/2024,OUTCOME_AWARENESS,instagram,51523,22904,15940,23
02/02/2024,LINK_CLICKS,instagram,282524,22965,6834,92
03/02/2024,OUTCOME_AWARENESS,instagram,42214,18760,13466,12
03/02/2024,LINK_CLICKS,instagram,381800,30206,7192,163
04/02/2024,OUTCOME_AWARENESS,instagram,34503,15333,11887,14
04/02/2024,LINK_CLICKS,instagram,371719,31403,7242,171
05/02/2024,OUTCOME_AWARENESS,instagram,45920,20408,14013,11
05/02/2024,LINK_CLICKS,instagram,365734,29504,7221,164
06/02/2024,LINK_CLICKS,instagram,355206,29087,7153,153
06/02/2024,OUTCOME_AWARENESS,instagram,28565,12696,8979,11
07/02/2024,LINK_CLICKS,instagram,358707,29831,7184,144
07/02/2024,OUTCOME_AWARENESS,instagram,27145,12065,8225,7
08/02/2024,OUTCOME_AWARENESS,instagram,39548,17576,14286,13
08/02/2024,LINK_CLICKS,instagram,372692,31435,7282,166
09/02/2024,OUTCOME_AWARENESS,instagram,48208,21425,16870,10
09/02/2024,LINK_CLICKS,instagram,356079,31348,7310,162
10/02/2024,OUTCOME_AWARENESS,instagram,58931,26192,20292,18
10/02/2024,LINK_CLICKS,instagram,367187,32278,7501,173
11/02/2024,OUTCOME_AWARENESS,instagram,49281,21903,16833,15
11/02/2024,LINK_CLICKS,instagram,373691,34067,7680,198
12/02/2024,OUTCOME_ENGAGEMENT,instagram,19199,754,581,2
12/02/2024,LINK_CLICKS,instagram,354053,31352,7448,136
12/02/2024,OUTCOME_AWARENESS,instagram,36953,16425,13090,8
13/02/2024,OUTCOME_AWARENESS,instagram,37189,16530,12531,13
13/02/2024,OUTCOME_ENGAGEMENT,instagram,38478,1764,1496,5
13/02/2024,LINK_CLICKS,instagram,368750,30131,7281,160
14/02/2024,OUTCOME_AWARENESS,instagram,42577,18923,14142,12
14/02/2024,OUTCOME_ENGAGEMENT,instagram,60906,1609,1496,9
14/02/2024,LINK_CLICKS,instagram,370590,35635,7823,190
15/02/2024,LINK_CLICKS,instagram,362759,35141,8135,228
15/02/2024,OUTCOME_AWARENESS,instagram,43355,19267,15513,14
15/02/2024,OUTCOME_ENGAGEMENT,instagram,78942,3022,2906,9
16/02/2024,OUTCOME_ENGAGEMENT,instagram,60662,2537,2433,7
16/02/2024,LINK_CLICKS,instagram,372924,34783,8414,192
16/02/2024,OUTCOME_AWARENESS,instagram,31772,14119,11178,14
17/02/2024,OUTCOME_ENGAGEMENT,instagram,59607,2566,2475,9
17/02/2024,LINK_CLICKS,instagram,374085,35354,8743,218
17/02/2024,OUTCOME_AWARENESS,instagram,26636,11840,9202,13
18/02/2024,OUTCOME_ENGAGEMENT,instagram,63867,3187,3056,14
18/02/2024,LINK_CLICKS,instagram,372243,36587,9087,200
18/02/2024,OUTCOME_AWARENESS,instagram,28938,12860,9896,6
19/02/2024,OUTCOME_AWARENESS,instagram,28219,12542,9098,8
19/02/2024,OUTCOME_ENGAGEMENT,instagram,24022,673,660,1
19/02/2024,LINK_CLICKS,instagram,360979,34810,8870,209
20/02/2024,OUTCOME_AWARENESS,instagram,24811,11028,8255,6
20/02/2024,OUTCOME_ENGAGEMENT,instagram,54095,1751,1677,6
20/02/2024,LINK_CLICKS,instagram,364747,34453,8890,245
21/02/2024,LINK_CLICKS,instagram,359358,33566,9032,177
21/02/2024,OUTCOME_AWARENESS,instagram,18685,8304,6112,11
21/02/2024,OUTCOME_ENGAGEMENT,instagram,62019,2722,2638,7
22/02/2024,OUTCOME_AWARENESS,instagram,21562,9584,7155,7
22/02/2024,OUTCOME_ENGAGEMENT,instagram,61802,2653,2572,8
22/02/2024,LINK_CLICKS,instagram,368031,33274,8875,201
23/02/2024,OUTCOME_AWARENESS,instagram,19558,8693,6340,8
23/02/2024,OUTCOME_ENGAGEMENT,instagram,31145,1906,1861,5
23/02/2024,LINK_CLICKS,instagram,373716,33414,9031,201
24/02/2024,LINK_CLICKS,instagram,368088,33243,9011,191
24/02/2024,OUTCOME_ENGAGEMENT,instagram,30860,1563,1538,4
24/02/2024,OUTCOME_AWARENESS,instagram,13554,6022,4235,1
25/02/2024,LINK_CLICKS,instagram,373168,33639,9147,199
25/02/2024,OUTCOME_AWARENESS,instagram,14623,6499,4685,7
26/02/2024,LINK_CLICKS,instagram,357835,32794,8940,201
26/02/2024,OUTCOME_AWARENESS,instagram,14125,6278,4658,3
27/02/2024,OUTCOME_AWARENESS,instagram,40714,18095,12529,6
27/02/2024,LINK_CLICKS,instagram,371243,32243,8899,224
28/02/2024,OUTCOME_AWARENESS,instagram,45074,20036,14684,14
28/02/2024,LINK_CLICKS,instagram,359542,30707,8751,184
29/02/2024,OUTCOME_AWARENESS,instagram,28953,12865,10627,6
29/02/2024,LINK_CLICKS,instagram,363659,30695,8834,199
01/03/2024,OUTCOME_AWARENESS,instagram,12820,5441,4551,12
01/03/2024,LINK_CLICKS,instagram,40425,4186,2973,15
02/03/2024,OUTCOME_AWARENESS,instagram,70829,29902,21375,9
02/03/2024,LINK_CLICKS,instagram,156486,18076,6974,85
03/03/2024,OUTCOME_AWARENESS,instagram,85092,35924,25406,15
03/03/2024,LINK_CLICKS,instagram,154292,18232,7019,61
04/03/2024,LINK_CLICKS,instagram,122031,14891,6415,46
04/03/2024,OUTCOME_AWARENESS,instagram,85871,36359,27600,11
08/03/2024,LINK_CLICKS,instagram,100987,12438,6077,42
08/03/2024,OUTCOME_AWARENESS,instagram,140651,59296,46936,39
09/03/2024,OUTCOME_AWARENESS,instagram,182170,76873,58916,40
09/03/2024,LINK_CLICKS,instagram,171188,17136,7085,69
10/03/2024,LINK_CLICKS,instagram,171290,17318,6976,64
10/03/2024,OUTCOME_AWARENESS,instagram,161205,68028,53291,31
11/03/2024,LINK_CLICKS,instagram,166031,18430,7126,65
11/03/2024,OUTCOME_AWARENESS,instagram,145702,61489,45761,36
12/03/2024,OUTCOME_AWARENESS,instagram,96444,40621,37084,21
12/03/2024,LINK_CLICKS,instagram,165065,18075,7007,53
13/03/2024,OUTCOME_AWARENESS,instagram,151027,63704,47076,37
13/03/2024,LINK_CLICKS,instagram,164577,14974,6314,56
14/03/2024,OUTCOME_AWARENESS,instagram,121516,51138,46266,29
14/03/2024,LINK_CLICKS,instagram,166459,14872,6406,57
15/03/2024,LINK_CLICKS,instagram,162062,13136,6327,76
15/03/2024,OUTCOME_AWARENESS,instagram,154455,65143,49502,36
16/03/2024,OUTCOME_AWARENESS,instagram,117108,49410,36022,17
16/03/2024,LINK_CLICKS,instagram,167980,14128,6614,76
17/03/2024,OUTCOME_AWARENESS,instagram,115589,48747,36862,22
17/03/2024,LINK_CLICKS,instagram,168153,15858,7131,73
18/03/2024,OUTCOME_AWARENESS,instagram,117182,49412,36916,21
18/03/2024,LINK_CLICKS,instagram,170624,15042,6865,87
19/03/2024,OUTCOME_AWARENESS,instagram,85195,35934,26414,22
19/03/2024,LINK_CLICKS,instagram,164231,16520,7184,85
20/03/2024,LINK_CLICKS,instagram,168178,15721,6821,86
20/03/2024,OUTCOME_AWARENESS,instagram,73765,31098,23279,25
21/03/2024,LINK_CLICKS,instagram,163581,16353,7261,93
21/03/2024,OUTCOME_AWARENESS,instagram,66054,27820,22823,12
22/03/2024,LINK_CLICKS,instagram,160623,15330,7224,74
22/03/2024,OUTCOME_AWARENESS,instagram,88909,37504,27564,18
23/03/2024,OUTCOME_AWARENESS,instagram,73643,31052,22989,14
23/03/2024,LINK_CLICKS,instagram,163390,16306,7134,87
24/03/2024,OUTCOME_AWARENESS,instagram,70903,29900,22188,14
24/03/2024,LINK_CLICKS,instagram,173851,17728,7255,84
25/03/2024,OUTCOME_AWARENESS,instagram,65074,27446,19795,14
25/03/2024,LINK_CLICKS,instagram,163832,16176,6819,75
26/03/2024,LINK_CLICKS,instagram,166556,16041,6750,57
26/03/2024,OUTCOME_AWARENESS,instagram,62133,26224,18783,17
27/03/2024,LINK_CLICKS,instagram,166685,15489,6494,60
27/03/2024,OUTCOME_AWARENESS,instagram,60713,25620,18129,17
28/03/2024,OUTCOME_AWARENESS,instagram,72594,30635,21938,13
28/03/2024,LINK_CLICKS,instagram,168558,16457,6706,57
29/03/2024,OUTCOME_AWARENESS,instagram,63926,26981,19276,11
29/03/2024,LINK_CLICKS,instagram,170458,16338,6723,73
30/03/2024,OUTCOME_AWARENESS,instagram,73880,31175,21892,14
30/03/2024,LINK_CLICKS,instagram,163857,15916,6811,98
31/03/2024,OUTCOME_AWARENESS,instagram,70838,29875,20361,15
31/03/2024,LINK_CLICKS,instagram,171174,17267,7271,71
01/04/2024,LINK_CLICKS,instagram,15632,1956,1596,6
01/04/2024,OUTCOME_AWARENESS,instagram,6905,2912,2557,1
04/04/2024,OUTCOME_AWARENESS,instagram,50963,21476,16418,18
04/04/2024,LINK_CLICKS,instagram,95932,10566,5701,37
05/04/2024,OUTCOME_AWARENESS,instagram,82983,35031,22926,23
05/04/2024,OUTCOME_ENGAGEMENT,instagram,24369,524,506,4
05/04/2024,LINK_CLICKS,instagram,182004,21265,7795,87
06/04/2024,OUTCOME_AWARENESS,instagram,52231,22041,17718,12
06/04/2024,OUTCOME_ENGAGEMENT,instagram,57387,1505,1408,7
06/04/2024,LINK_CLICKS,instagram,190922,22292,7969,104
07/04/2024,LINK_CLICKS,instagram,187927,23761,8347,82
07/04/2024,OUTCOME_AWARENESS,instagram,72090,30449,20372,12
07/04/2024,OUTCOME_ENGAGEMENT,instagram,65380,2083,1924,10
08/04/2024,OUTCOME_AWARENESS,instagram,51812,21853,16074,16
08/04/2024,OUTCOME_ENGAGEMENT,instagram,56170,1625,1516,5
08/04/2024,LINK_CLICKS,instagram,189452,25429,8601,86
09/04/2024,OUTCOME_AWARENESS,instagram,39459,16630,13070,11
09/04/2024,OUTCOME_ENGAGEMENT,instagram,62574,2375,2225,10
09/04/2024,LINK_CLICKS,instagram,182928,25371,8663,92
10/04/2024,OUTCOME_AWARENESS,instagram,46030,19432,15259,12
10/04/2024,OUTCOME_ENGAGEMENT,instagram,63057,2973,2830,9
10/04/2024,LINK_CLICKS,instagram,188998,29729,9407,98
11/04/2024,LINK_CLICKS,instagram,192159,31541,9685,111
11/04/2024,OUTCOME_AWARENESS,instagram,66105,27930,19707,15
11/04/2024,OUTCOME_ENGAGEMENT,instagram,32830,1207,1170,8
12/04/2024,OUTCOME_AWARENESS,instagram,50753,21460,15296,13
12/04/2024,OUTCOME_ENGAGEMENT,instagram,52489,2094,2005,19
